6,6,6,6,6,6,
6,6,6,6,6,6,
6,6,6,6,6,6,
7,7,7,7,7,7,
7,7,7,7,7,7,
7,7,7,7,7,7,
7,7,7,7,7,7,
7,7,7,7,7,7,
7,7,7,7,7,7,
7,7,7,7,7,7,
7,7,7,7,7,7,
8,8,8,8,8,8,
8,8,8,8,8,8,
8,8,8,8,8,8,
8,8,8,8,8,8,
8,8,8,8,8,8,
8,8,8,8,8,8,
8,8,8,8,8,8,
8,8,8,8,8,8,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
9,9,9,9,9,9,
10,10,10,10,10,10,
10,10,10,10,10,10,
10,10,10,10,10,10,
10,10,10,10,10,10,
10,10,10,10,10,10,
10,10,10,10,10,10,
10,10,10,10,10,10,
10,10,10,10,10,10,
11,11,11,11,11,11,
11,11,11,11,11,11,
11,11,11,11,11,11,
11,11,11,11,11,11,
11,11,11,11,11,11,
11,11,11,11,11,11,
11,11,11,11,11,11,
11,11,11,11,11,11,
12,12,12,12,12,12,
12,12,12,12,12,12,
12,12,12,12,12,12,
12,12,12,12,12,12,
12,12,12,12,12,12,
12,12,12,12,12,12,
12,12,12,12,12,12,
12,12,12,12,12,12,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
13,13,13,13,13,13,
14,14,14,14,14,14,
14,14,14,14,14,14,
14,14,14,14,14,14,
14,14,14,14,14,14,
14,14,14,14,14,14,
14,14,14,14,14,14,
14,14,14,14,14,14,
14,14,14,14,14,14,
15,15,15,15,15,15,
15,15,15,15,15,15,
15,15,15,15,15,15,
15,15,15,15,15,15,
15,15,15,15,15,15,
15,15,15,15,15,15,
15,15,15,15,15,15,
15,15,15,15,15,15,
16,16,16,16,16,16,
16,16,16,16,16,16,
16,16,16,16,16,16,
16,16,16,16,16,16,
16,16,16,16,16,16,
16,16,16,16,16,16,
16,16,16,16,16,16,
16,16,16,16,16,16,
17,17,17,17,17,17,
17,17,17,17,17,17,
17,17,17,17,17,17,
17,17,17,17,17,17,
17,17,17,17,17,17,
17,17,17,17,17,17,
17,17,17,17,17,17,
17,17,17,17,17,17,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
18,18,18,18,18,18,
19,19,19,19,19,19,
19,19,19,19,19,19,
19,19,19,19,19,19,
19,19,19,19,19,19,
19,19,19,19,19,19,
19,19,19,19,19,19,
19,19,19,19,19,19,
19,19,19,19,19,19,
20,20,20,20,20,20,
20,20,20,20,20,20,
20,20,20,20,20,20,
20,20,20,20,20,20,
20,20,20,20,20,20,
20,20,20,20,20,20,
20,20,20,20,20,20,
20,20,20,20,20,20,
21,21,21,21,21,21,
21,21,21,21,21,21,
21,21,21,21,21,21,
21,21,21,21,21,21,
21,21,21,21,21,21,
21,21,21,21,21,21,
21,21,21,21,21,21,
21,21,21,21,21,21,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
22,22,22,22,22,22,
23,23,23,23,23,23,
23,23,23,23,23,23,
23,23,23,23,23,23,
23,23,23,23,23,23,
23,23,23,23,23,23,
23,23,23,23,23,23,
23,23,23,23,23,23,
23,23,23,23,23,23,
24,24,24,24,24,24,
24,24,24,24,24,24,
24,24,24,24,24,24,
24,24,24,24,24,24,
24,24,24,24,24,24,
24,24,24,24,24,24,
24,24,24,24,24,24,
24,24,24,24,24,24,
25,25,25,25,25,25,
25,25,25,25,25,25,
25,25,25,25,25,25,
25,25,25,25,25,25,
25,25,25,25,25,25,
25,25,25,25,25,25,
25,25,25,25,25,25,
25,25,25,25,25,25,
26,26,26,25,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
26,26,26,26,26,26,
27,27,27,26,27,27,
27,27,27,27,27,27,
27,27,27,27,27,27,
27,27,27,27,27,27,
27,27,27,27,27,27,
27,27,27,27,27,27,
27,27,27,27,27,27,
27,27,27,27,27,27,
28,28,28,27,28,28,
28,28,28,28,28,28,
28,28,28,28,28,28,
28,28,28,28,28,28,
28,28,28,28,28,28,
28,28,28,28,28,28,
28,28,28,28,28,28,
28,28,28,28,28,28,
29,29,29,28,29,29,
29,29,29,29,29,29,
29,29,29,29,29,29,
29,29,29,29,29,29,
29,29,29,29,29,29,
27,27,8,29,0,0,
27,27,8,29,1,0,
1,2,5,2,2,2,
7,2,2,2,1,1,
1,1,5,5,6,2,
7,2,2,2,2,2,
2,2,1,0,3,1,
1,2,1,1,1,1,
0,1,4,5,1,4,
2,2,1,1,1,2,
2,2,1,5,6,2,
1,1,1,2,2,2,
1,1,1,2,2,2,
1,1,1,1,2,2,
2,2,1,2,1,2,
1,2,1,1,2,1,
8,8,8,4,0,4,
27,27,0,0,1,1,
2,1,0,1,1,0,
1,1,4,1,0,0,
0,0,0,0,1,0,
0,0,4,0,1,4,
0,1,4,0,0,0,
0,0,0,2,0,0,
0,0,0,1,1,4,
27,27,12,24,0,4,
27,27,12,2,0,4,
4,4,4,5,0,4,
0,8,8,1,4,4,
2,1,1,0,1,1,
0,1,0,1,1,1,
1,1,1,1,1,1,
2,0,0,1,2,0,
27,27,12,0,0,4,
2,2,2,5,0,2,
4,4,4,5,0,4,
1,1,1,1,3,1,
1,1,5,5,6,7,
2,2,1,2,1,1,
2,2,1,1,2,2,
1,3,3,1,3,1,
2,2,1,1,2,2,
8,8,0,1,0,0,
1,1,1,1,6,2,
3,1,1,1,2,2,
2,1,1,1,2,2,
1,2,1,1,1,2,
1,1,1,1,1,2,
0,0,4,0,1,1,
8,8,8,4,1,0,
0,0,0,1,0,0,
0,0,8,24,1,4,
1,1,4,1,1,1,
0,1,4,0,1,4,
0,0,0,0,0,0,
0,0,0,9,1,1,
0,0,0,9,0,1,
8,8,8,5,1,0,
2,1,4,0,0,4,
